product_no,price
p44585,726.93
p44586,832.32
p44587,659.82
p44588,229.04
p44589,889.51
p44590,653.21
p44591,633.58
p44592,826.47
p44593,924.57
p44594,664.82
p44595,580.89
p44596,755.78
p44597,751.08
p44598,990.74
p44599,901.13
p44600,778.73
p44601,714.63
p44602,685.48
p44603,287.72
p44604,382.15
p44605,405.82
p44606,346.32
p44607,549.62
p44608,778.99
p44609,450.75
p44610,26.52
p44611,523.15
p44612,476.72
p44613,699.01
p44614,113.64
p44615,26.70
p44616,170.70
p44617,184.57
p44618,678.80
p44619,5.94
p44620,443.88
p44621,330.16
p44622,953.35
p44623,39.16
p44624,671.02
p44625,791.38
p44626,95.99
p44627,103.49
p44628,166.72
p44629,457.86
p44630,304.62
p44631,606.99
p44632,797.26
p44633,946.06
p44634,648.67
p44635,935.22
p44636,71.97
p44637,764.13
p44638,176.92
p44639,476.79
p44640,789.79
p44641,694.09
p44642,397.95
p44643,948.52
p44644,750.31
p44645,779.82
p44646,967.84
p44647,457.34
p44648,146.54
p44649,163.13
p44650,169.66
p44651,385.00
p44652,274.17
p44653,254.36
p44654,620.29
p44655,823.59
p44656,347.62
p44657,607.90
p44658,979.00
p44659,5.71
p44660,13.22
p44661,895.06
p44662,714.56
p44663,269.81
p44664,618.61
p44665,595.76
p44666,437.65
p44667,466.84
p44668,488.61
p44669,567.08
p44670,909.67
p44671,794.80
p44672,394.94
p44673,370.09
p44674,894.46
p44675,630.05
p44676,284.49
p44677,923.47
p44678,85.91
p44679,789.50
p44680,343.57
p44681,934.58
p44682,629.74
p44683,327.06
p44684,624.84
p44685,315.61
p44686,425.31
p44687,235.37
p44688,286.17
p44689,785.18
p44690,953.89
p44691,330.75
p44692,292.32
p44693,373.78
p44694,839.98
p44695,984.14
p44696,623.18
p44697,668.43
p44698,254.28
p44699,720.05
p44700,119.49
p44701,508.04
p44702,882.67
p44703,93.49
p44704,825.14
p44705,401.88
p44706,401.56
p44707,68.61
p44708,835.81
p44709,439.78
p44710,979.92
p44711,395.56
p44712,523.26
p44713,262.25
p44714,1.10
p44715,33.78
p44716,9.37
p44717,262.79
p44718,912.33
p44719,361.13
p44720,16.10
p44721,983.40
p44722,819.63
p44723,962.55
p44724,948.41
p44725,782.65
p44726,645.01
p44727,814.77
p44728,481.46
p44729,164.23
p44730,349.78
p44731,229.55
p44732,830.09
p44733,637.01
p44734,290.76
p44735,500.10
p44736,545.34
p44737,901.10
p44738,452.43
p44739,20.08
p44740,700.27
p44741,460.24
p44742,867.56
p44743,574.62
p44744,605.12
p44745,921.24
p44746,912.00
p44747,963.13
p44748,610.55
p44749,397.85
p44750,769.74
p44751,813.63
p44752,788.63
p44753,347.83
p44754,274.81
p44755,282.74
p44756,949.60
p44757,34.25
p44758,704.58
p44759,501.12
p44760,703.00
p44761,781.75
p44762,224.39
p44763,134.69
p44764,50.32
p44765,261.05
p44766,809.88
p44767,149.89
p44768,402.19
p44769,256.66
p44770,665.81
p44771,156.42
p44772,835.49
p44773,386.11
p44774,208.01
p44775,75.54
p44776,296.84
p44777,535.86
p44778,976.20
p44779,831.37
p44780,998.86
p44781,116.36
p44782,315.17
p44783,628.08
p44784,406.48
p44785,547.54
p44786,7.03
p44787,866.88
p44788,122.25
p44789,355.40
p44790,408.08
p44791,58.43
p44792,133.75
p44793,967.99
p44794,18.95
p44795,283.48
p44796,659.66
p44797,987.39
p44798,137.81
p44799,763.58
p44800,479.21
p44801,535.50
p44802,193.77
p44803,646.62
p44804,251.87
p44805,865.03
p44806,671.38
p44807,37.39
p44808,147.42
p44809,538.82
p44810,49.83
p44811,738.73
p44812,128.70
p44813,188.62
p44814,812.42
p44815,823.99
p44816,528.40
p44817,745.42
p44818,178.55
p44819,341.33
p44820,951.44
p44821,479.68
p44822,960.14
p44823,814.12
p44824,0.93
p44825,402.79
p44826,380.53
p44827,242.77
p44828,202.98
p44829,103.30
p44830,725.47
p44831,256.05
p44832,299.03
p44833,396.36
p44834,830.59
p44835,464.83
p44836,280.23
p44837,258.88
p44838,576.94
p44839,638.63
p44840,506.53
p44841,605.34
p44842,23.29
p44843,18.86
p44844,588.89
p44845,395.85
p44846,2.22
p44847,166.22
p44848,487.55
p44849,342.37
p44850,281.97
p44851,108.37
p44852,82.82
p44853,979.47
p44854,148.91
p44855,713.70
p44856,997.30
p44857,740.47
p44858,795.20
p44859,754.29
p44860,322.53
p44861,142.55
p44862,525.19
p44863,123.22
p44864,719.01
p44865,516.01
p44866,226.90
p44867,831.60
p44868,391.63
p44869,534.50
p44870,712.63
p44871,575.81
p44872,831.77
p44873,248.04
p44874,109.43
p44875,910.47
p44876,364.16
p44877,692.52
p44878,256.33
p44879,692.26
p44880,548.97
p44881,962.86
p44882,983.22
p44883,368.20
p44884,669.76
p44885,84.66
p44886,10.77
p44887,195.77
p44888,532.80
p44889,760.40
p44890,444.81
p44891,865.20
p44892,908.04
p44893,835.78
p44894,743.70
p44895,567.14
p44896,620.96
p44897,214.70
p44898,168.76
p44899,562.33
p44900,339.32
p44901,150.74
p44902,11.06
p44903,176.80
p44904,300.74
p44905,820.69
p44906,633.23
p44907,609.83
p44908,13.74
p44909,791.87
p44910,518.55
p44911,901.59
p44912,250.29
p44913,182.99
p44914,76.83
p44915,528.79
p44916,827.33
p44917,935.01
p44918,927.11
p44919,32.12
p44920,156.25
p44921,48.03
p44922,771.15
p44923,711.18
p44924,449.52
p44925,343.88
p44926,25.17
p44927,793.25
p44928,354.07
p44929,323.98
p44930,852.55
p44931,10.76
p44932,782.02
p44933,756.35
p44934,417.29
p44935,121.99
p44936,661.73
p44937,211.59
p44938,691.99
p44939,750.93
p44940,415.71
p44941,981.00
p44942,179.71
p44943,503.56
p44944,820.88
p44945,15.87
p44946,79.79
p44947,630.41
p44948,865.88
p44949,513.66
p44950,263.95
p44951,257.88
p44952,986.41
p44953,576.44
p44954,492.37
p44955,275.71
p44956,172.70
p44957,132.94
p44958,555.15
p44959,166.24
p44960,347.07
p44961,456.77
p44962,760.20
p44963,900.64
p44964,699.03
p44965,751.52
p44966,193.71
p44967,444.14
p44968,86.21
p44969,869.82
p44970,846.50
p44971,254.38
p44972,429.61
p44973,358.70
p44974,885.11
p44975,692.11
p44976,991.66
p44977,95.58
p44978,232.54
p44979,534.27
p44980,722.24
p44981,910.90
p44982,50.20
p44983,834.66
p44984,713.62
p44985,20.29
p44986,953.47
p44987,724.97
p44988,770.64
p44989,415.85
p44990,216.84
p44991,15.97
p44992,71.62
p44993,291.00
p44994,579.49
p44995,364.40
p44996,607.03
p44997,468.46
p44998,224.45
p44999,657.60
p45000,197.91
p45001,79.50
p45002,796.29
p45003,833.34
p45004,954.55
p45005,996.48
p45006,497.39
p45007,435.30
p45008,581.16
p45009,234.45
p45010,378.34
p45011,4.41
p45012,107.83
p45013,753.28
p45014,851.51
p45015,997.91
p45016,98.31
p45017,536.10
p45018,723.56
p45019,418.27
p45020,96.12
p45021,405.74
p45022,194.70
p45023,527.08
p45024,628.61
p45025,507.04
p45026,323.02
p45027,152.95
p45028,121.61
p45029,390.27
p45030,187.50
p45031,766.73
p45032,633.15
p45033,930.10
p45034,718.81
p45035,555.18
p45036,451.70
p45037,989.00
p45038,729.87
p45039,538.95
p45040,82.37
p45041,228.71
p45042,370.26
p45043,831.50
p45044,567.82
p45045,563.77
p45046,949.03
p45047,537.89
p45048,911.06
p45049,18.40
p45050,710.39
p45051,386.52
p45052,928.83
p45053,192.80
p45054,483.97
p45055,506.75
p45056,986.62
p45057,718.77
p45058,221.13
p45059,923.57
p45060,345.59
p45061,544.54
p45062,321.67
p45063,11.34
p45064,349.08
p45065,105.93
p45066,247.57
p45067,28.21
p45068,434.00
p45069,293.49
p45070,294.32
p45071,952.29
p45072,251.09
p45073,432.23
p45074,937.31
p45075,264.91
p45076,107.21
p45077,744.22
p45078,282.01
p45079,694.03
p45080,583.19
p45081,143.41
p45082,299.06
p45083,117.86
p45084,793.08
p45085,749.80
p45086,99.04
p45087,749.23
p45088,497.49
p45089,144.71
p45090,96.66
p45091,936.62
p45092,763.97
p45093,473.29
p45094,140.79
p45095,537.79
p45096,942.37
p45097,296.93
p45098,223.68
p45099,986.35
p45100,650.07
p45101,150.95
p45102,440.16
p45103,15.38
p45104,479.75
p45105,553.42
p45106,391.17
p45107,375.52
p45108,408.54
p45109,463.26
p45110,414.55
p45111,163.22
p45112,89.71
p45113,404.84
p45114,875.02
p45115,359.41
p45116,865.04
p45117,619.27
p45118,249.76
p45119,722.49
p45120,43.90
p45121,278.98
p45122,505.24
p45123,302.27
p45124,572.05
p45125,921.52
p45126,49.81
p45127,568.01
p45128,546.15
p45129,962.11
p45130,504.91
p45131,743.82
p45132,118.19
p45133,379.21
p45134,156.01
p45135,542.84
p45136,978.62
p45137,710.77
p45138,98.30
p45139,590.05
p45140,728.68
p45141,743.40
p45142,908.32
p45143,305.77
p45144,40.96
p45145,229.90
p45146,160.70
p45147,374.53
p45148,947.95
p45149,725.62
p45150,394.72
p45151,993.72
p45152,873.93
p45153,286.21
p45154,509.04
p45155,994.61
p45156,158.62
p45157,716.81
p45158,470.42
p45159,477.40
p45160,379.56
p45161,763.73
p45162,940.26
p45163,778.06
p45164,864.55
p45165,997.37
p45166,449.29
p45167,610.39
p45168,850.21
p45169,887.89
p45170,232.03
p45171,732.56
p45172,480.30
p45173,69.08
p45174,757.72
p45175,19.52
p45176,11.37
p45177,318.03
p45178,623.96
p45179,273.97
p45180,175.81
p45181,13.84
p45182,489.23
p45183,233.22
p45184,943.21
p45185,809.85
p45186,714.65
p45187,794.97
p45188,88.98
p45189,394.23
p45190,286.38
p45191,501.37
p45192,952.22
p45193,547.34
p45194,240.79
p45195,788.27
p45196,724.83
p45197,425.78
p45198,20.65
p45199,719.40
p45200,769.54
p45201,224.90
p45202,804.25
p45203,416.75
p45204,677.80
p45205,684.47
p45206,383.72
p45207,290.08
p45208,198.04
p45209,1.13
p45210,765.11
p45211,305.97
p45212,324.91
p45213,96.56
p45214,804.24
p45215,266.18
p45216,793.49
p45217,906.93
p45218,638.43
p45219,887.61
p45220,593.30
p45221,653.98
p45222,465.56
p45223,96.90
p45224,118.23
p45225,169.64
p45226,183.90
p45227,371.63
p45228,764.77
p45229,698.81
p45230,440.22
p45231,942.21
p45232,779.05
p45233,422.17
p45234,83.90
p45235,283.41
p45236,175.22
p45237,762.46
p45238,176.26
p45239,619.75
p45240,827.86
p45241,91.73
p45242,295.18
p45243,982.88
p45244,245.49
p45245,663.13
p45246,795.37
p45247,271.44
p45248,338.14
p45249,494.38
p45250,250.64
p45251,107.63
p45252,321.18
p45253,140.00
p45254,110.82
p45255,873.20
p45256,965.66
p45257,417.57
p45258,271.31
p45259,206.97
p45260,787.89
p45261,969.69
p45262,969.18
p45263,404.32
p45264,761.88
p45265,257.24
p45266,32.27
p45267,710.79
p45268,326.11
p45269,583.04
p45270,606.87
p45271,905.77
p45272,504.56
p45273,247.00
p45274,818.12
p45275,462.11
p45276,570.79
p45277,654.62
p45278,522.26
p45279,63.45
p45280,2.86
p45281,42.89
p45282,796.59
p45283,309.47
p45284,429.07
p45285,57.32
p45286,638.96
p45287,32.56
p45288,587.80
p45289,114.64
p45290,402.13
p45291,844.83
p45292,997.47
p45293,723.45
p45294,1.95
p45295,612.31
p45296,635.52
p45297,136.11
p45298,278.26
p45299,384.44
p45300,325.33
p45301,803.96
p45302,378.31
p45303,226.89
p45304,82.23
p45305,795.43
p45306,642.67
p45307,654.92
p45308,328.51
p45309,122.86
p45310,353.89
p45311,410.28
p45312,429.45
p45313,724.28
p45314,777.33
p45315,115.19
p45316,484.71
p45317,244.57
p45318,870.09
p45319,655.57
p45320,148.04
p45321,872.37
p45322,244.06
p45323,417.65
p45324,121.15
p45325,743.97
p45326,730.22
p45327,684.49
p45328,964.31
p45329,708.94
p45330,12.65
p45331,354.86
p45332,496.38
p45333,425.54
p45334,866.78
p45335,864.58
p45336,496.76
p45337,960.66
p45338,311.75
p45339,245.82
p45340,17.16
p45341,61.05
p45342,343.65
p45343,549.25
p45344,109.21
p45345,284.53
p45346,73.15
p45347,631.61
p45348,891.69
p45349,167.88
p45350,719.80
p45351,956.61
p45352,340.88
p45353,392.54
p45354,130.71
p45355,240.97
p45356,807.84
p45357,169.32
p45358,392.03
p45359,920.07
p45360,766.34
p45361,456.95
p45362,534.58
p45363,24.02
p45364,448.31
p45365,819.17
p45366,24.42
p45367,362.04
p45368,876.49
p45369,538.91
p45370,681.94
p45371,873.81
p45372,129.33
p45373,285.73
p45374,668.06
p45375,64.09
p45376,726.61
p45377,749.99
p45378,164.64
p45379,673.44
p45380,686.13
p45381,669.84
p45382,345.98
p45383,584.72
p45384,37.54
p45385,135.33
p45386,762.49
p45387,857.72
p45388,886.34
p45389,536.82
p45390,87.73
p45391,714.16
p45392,620.42
p45393,265.40
p45394,479.34
p45395,46.56
p45396,273.83
p45397,417.77
p45398,708.41
p45399,257.51
p45400,813.56
p45401,822.84
p45402,882.75
p45403,950.54
p45404,244.49
p45405,502.09
p45406,147.91
p45407,220.46
p45408,555.11
p45409,849.58
p45410,598.41
p45411,853.59
p45412,224.56
p45413,459.05
p45414,397.86
p45415,187.82
p45416,646.40
p45417,807.15
p45418,678.86
p45419,532.23
p45420,610.51
p45421,703.84
p45422,379.38
p45423,206.56
p45424,688.35
p45425,440.35
p45426,957.23
p45427,123.03
p45428,743.96
p45429,472.09
p45430,712.10
p45431,232.69
p45432,366.98
p45433,600.18
p45434,584.06
p45435,519.73
p45436,626.89
p45437,17.50
p45438,32.57
p45439,738.17
p45440,123.66
p45441,338.49
p45442,996.95
p45443,613.56
p45444,672.36
p45445,192.40
p45446,843.99
p45447,17.25
p45448,112.82
p45449,505.65
p45450,142.65
p45451,517.19
p45452,720.75
p45453,606.04
p45454,250.81
p45455,211.52
p45456,560.56
p45457,622.66
p45458,159.08
p45459,27.10
p45460,673.61
p45461,518.45
p45462,719.66
p45463,896.04
p45464,936.58
p45465,139.76
p45466,482.00
p45467,915.98
p45468,759.40
p45469,152.35
p45470,667.55
p45471,223.80
p45472,179.72
p45473,432.58
p45474,53.44
p45475,73.11
p45476,450.90
p45477,815.90
p45478,565.01
p45479,818.46
p45480,431.13
p45481,783.53
p45482,401.71
p45483,193.83
p45484,395.12
p45485,593.77
p45486,939.25
p45487,638.10
p45488,131.04
p45489,295.48
p45490,430.91
p45491,778.66
p45492,745.85
p45493,229.42
p45494,178.40
p45495,761.58
p45496,410.20
p45497,869.47
p45498,65.87
p45499,972.65
p45500,719.38
p45501,7.76
p45502,655.08
p45503,916.75
p45504,457.52
p45505,292.36
p45506,90.75
p45507,908.20
p45508,263.26
p45509,930.23
p45510,418.57
p45511,240.18
p45512,336.80
p45513,769.20
p45514,772.60
p45515,286.05
p45516,80.26
p45517,686.91
p45518,569.72
p45519,845.97
p45520,604.59
p45521,976.37
p45522,387.64
p45523,344.38
p45524,526.52
p45525,434.74
p45526,29.67
p45527,135.31
p45528,933.98
p45529,498.31
p45530,27.05
p45531,935.43
p45532,298.90
p45533,684.57
p45534,697.67
p45535,332.31
p45536,26.33
p45537,897.65
p45538,268.92
p45539,508.93
p45540,268.07
p45541,199.82
p45542,434.91
p45543,865.96
p45544,951.37
p45545,981.73
p45546,682.51
p45547,669.08
p45548,32.69
p45549,882.94
p45550,673.38
p45551,625.41
p45552,856.32
p45553,735.53
p45554,898.97
p45555,54.70
p45556,246.29
p45557,944.05
p45558,78.73
p45559,470.79
p45560,447.38
p45561,728.34
p45562,752.63
p45563,54.53
p45564,894.41
p45565,730.82
p45566,705.04
p45567,440.17
p45568,148.33
p45569,193.79
p45570,925.02
p45571,643.21
p45572,42.90
p45573,468.70
p45574,954.42
p45575,723.68
p45576,930.11
p45577,640.69
p45578,856.69
p45579,485.90
p45580,83.51
p45581,259.09
p45582,643.53
p45583,444.23
p45584,268.45
p45585,246.83
p45586,229.45
p45587,196.64
p45588,967.55
p45589,821.77
p45590,218.81
p45591,42.26
p45592,192.36
p45593,557.41
p45594,140.96
p45595,811.08
p45596,313.50
p45597,526.68
p45598,112.47
p45599,585.60
p45600,815.35
p45601,623.38
p45602,967.48
p45603,191.01
p45604,663.65
p45605,837.75
p45606,810.14
p45607,73.41
p45608,678.05
p45609,212.68
p45610,523.45
p45611,778.95
p45612,335.28
p45613,188.15
p45614,51.17
p45615,980.41
p45616,826.54
p45617,945.29
p45618,443.14
p45619,257.07
p45620,857.90
p45621,160.20
p45622,54.03
p45623,582.03
p45624,466.49
p45625,96.42
p45626,975.39
p45627,971.30
p45628,413.71
p45629,888.69
p45630,457.73
p45631,495.92
p45632,530.17
p45633,261.96
p45634,312.56
p45635,270.74
p45636,562.37
p45637,227.02
p45638,427.03
p45639,396.97
p45640,572.29
p45641,432.53
p45642,301.10
p45643,591.62
p45644,966.80
p45645,563.01
p45646,691.69
p45647,623.87
p45648,595.59
p45649,762.55
p45650,418.13
p45651,8.66
p45652,651.01
p45653,572.67
p45654,854.44
p45655,850.19
p45656,773.86
p45657,403.80
p45658,520.18
p45659,743.23
p45660,851.51
p45661,721.28
p45662,70.90
p45663,221.86
p45664,908.96
p45665,803.65
p45666,408.57
p45667,759.27
p45668,988.55
p45669,192.65
p45670,837.15
p45671,269.45
p45672,419.77
p45673,304.00
p45674,736.44
p45675,73.41
p45676,137.83
p45677,106.60
p45678,649.94
p45679,910.56
p45680,680.62
p45681,82.75
p45682,823.17
p45683,391.54
p45684,870.61
p45685,444.08
p45686,75.56
p45687,951.73
p45688,613.86
p45689,349.23
p45690,18.64
p45691,166.88
p45692,38.83
p45693,355.22
p45694,858.15
p45695,880.56
p45696,481.56
p45697,536.57
p45698,656.78
p45699,633.12
p45700,775.31
p45701,3.87
p45702,430.91
p45703,732.35
p45704,654.02
p45705,941.43
p45706,494.56
p45707,646.56
p45708,60.23
p45709,179.35
p45710,282.60
p45711,695.71
p45712,807.51
p45713,184.80
p45714,66.61
p45715,751.16
p45716,615.65
p45717,948.50
p45718,183.79
p45719,715.92
p45720,686.30
p45721,34.48
p45722,913.04
p45723,268.62
p45724,43.50
p45725,24.57
p45726,606.77
p45727,600.92
p45728,863.30
p45729,467.95
p45730,120.07
p45731,942.82
p45732,446.28
p45733,990.10
p45734,903.65
p45735,576.21
p45736,808.87
p45737,10.48
p45738,646.72
p45739,802.81
p45740,740.21
p45741,825.47
p45742,350.19
p45743,217.37
p45744,21.71
p45745,577.12
p45746,561.82
p45747,947.22
p45748,738.90
p45749,31.08
p45750,193.35
p45751,50.66
p45752,257.43
p45753,480.71
p45754,669.16
p45755,789.85
p45756,149.38
p45757,940.86
p45758,407.09
p45759,975.58
p45760,617.75
p45761,775.24
p45762,751.78
p45763,533.07
p45764,934.79
p45765,218.50
p45766,564.57
p45767,736.21
p45768,959.82
p45769,951.49
p45770,826.60
p45771,906.21
p45772,981.95
p45773,91.20
p45774,670.68
p45775,645.65
p45776,335.60
p45777,508.20
p45778,885.78
p45779,722.36
p45780,966.97
p45781,202.48
p45782,44.30
p45783,524.13
p45784,266.12
p45785,368.35
p45786,129.78
p45787,845.09
p45788,883.27
p45789,348.26
p45790,994.40
p45791,407.41
p45792,663.75
p45793,423.24
p45794,592.66
p45795,604.90
p45796,800.02
p45797,931.28
p45798,326.84
p45799,227.52
p45800,124.59
p45801,622.13
p45802,864.75
p45803,245.75
p45804,736.12
p45805,230.19
p45806,404.05
p45807,747.09
p45808,297.05
p45809,485.20
p45810,242.83
p45811,688.93
p45812,828.23
p45813,749.84
p45814,889.08
p45815,708.10
p45816,501.44
p45817,545.27
p45818,253.43
p45819,371.54
p45820,163.13
p45821,194.23
p45822,565.63
p45823,329.29
p45824,251.20
p45825,94.47
p45826,540.72
p45827,279.31
p45828,341.10
p45829,798.49
p45830,756.84
p45831,230.77
p45832,484.48
p45833,328.39
p45834,103.88
p45835,31.54
p45836,792.55
p45837,539.52
p45838,557.01
p45839,64.86
p45840,567.31
p45841,85.85
p45842,368.17
p45843,514.51
p45844,678.12
p45845,953.80
p45846,419.91
p45847,933.88
p45848,202.33
p45849,619.77
p45850,114.56
p45851,467.80
p45852,334.98
p45853,735.38
p45854,116.63
p45855,545.13
p45856,299.05
p45857,427.72
p45858,494.08
p45859,394.08
p45860,333.10
p45861,707.02
p45862,946.80
p45863,252.57
p45864,557.46
p45865,909.01
p45866,823.11
p45867,369.82
p45868,327.07
p45869,765.35
p45870,344.27
p45871,546.34
p45872,889.53
p45873,74.20
p45874,297.68
p45875,579.72
p45876,978.01
p45877,144.93
p45878,307.25
p45879,867.34
p45880,777.06
p45881,660.44
p45882,261.95
p45883,230.50
p45884,655.90
p45885,163.64
p45886,968.32
p45887,266.62
p45888,619.84
p45889,836.03
p45890,478.31
p45891,189.99
p45892,426.04
p45893,776.57
p45894,79.23
p45895,979.00
p45896,866.02
p45897,984.14
p45898,255.88
p45899,453.76
p45900,797.05
p45901,759.60
p45902,932.51
p45903,780.32
p45904,853.52
p45905,566.54
p45906,118.47
p45907,571.77
p45908,551.19
p45909,534.14
p45910,885.51
p45911,669.65
p45912,782.60
p45913,925.74
p45914,38.41
p45915,925.78
p45916,55.10
p45917,323.84
p45918,31.74
p45919,754.22
p45920,9.02
p45921,946.06
p45922,455.53
p45923,160.68
p45924,937.62
p45925,862.71
p45926,525.13
p45927,990.77
p45928,547.55
p45929,896.84
p45930,168.50
p45931,653.92
p45932,624.97
p45933,138.37
p45934,906.21
p45935,590.35
p45936,58.86
p45937,802.66
p45938,843.16
p45939,459.30
p45940,131.47
p45941,306.59
p45942,481.15
p45943,938.92
p45944,350.31
p45945,985.79
p45946,508.20
p45947,136.80
p45948,736.33
p45949,490.37
p45950,70.74
p45951,85.64
p45952,942.26
p45953,771.58
p45954,723.93
p45955,0.55
p45956,429.21
p45957,637.93
p45958,878.21
p45959,917.89
p45960,796.02
p45961,901.66
p45962,130.67
p45963,89.88
p45964,701.20
p45965,366.16
p45966,645.79
p45967,469.22
p45968,469.27
p45969,702.01
p45970,225.11
p45971,533.34
p45972,456.29
p45973,393.39
p45974,29.05
p45975,531.83
p45976,789.89
p45977,648.52
p45978,961.77
p45979,168.78
p45980,575.72
p45981,939.05
p45982,978.60
p45983,79.88
p45984,816.52
p45985,910.94
p45986,564.65
p45987,77.86
p45988,501.84
p45989,86.90
p45990,224.99
p45991,212.90
p45992,445.51
p45993,809.12
p45994,832.66
p45995,91.88
p45996,809.62
p45997,882.46
p45998,110.41
p45999,719.51
p46000,88.45
p46001,328.91
p46002,229.49
p46003,796.13
p46004,139.35
p46005,878.05
p46006,944.71
p46007,790.44
p46008,489.04
p46009,468.28
p46010,246.01
p46011,457.46
p46012,293.99
p46013,408.30
p46014,931.38
p46015,623.54
p46016,460.23
p46017,301.29
p46018,183.76
p46019,482.65
p46020,882.16
p46021,803.98
p46022,785.94
p46023,319.18
p46024,374.63
p46025,186.23
p46026,738.38
p46027,658.56
p46028,77.94
p46029,871.87
p46030,449.78
p46031,871.48
p46032,187.14
p46033,91.34
p46034,288.70
p46035,672.72
p46036,308.60
p46037,387.93
p46038,403.44
p46039,651.69
p46040,817.41
p46041,117.97
p46042,818.98
p46043,881.67
p46044,705.88
p46045,928.72
p46046,395.84
p46047,896.51
p46048,957.14
p46049,438.94
p46050,288.52
p46051,363.92
p46052,288.57
p46053,753.99
p46054,130.66
p46055,107.45
p46056,819.63
p46057,738.05
p46058,628.60
p46059,429.58
p46060,785.74
p46061,429.10
p46062,471.86
p46063,490.46
p46064,441.48
p46065,34.73
p46066,166.15
p46067,450.20
p46068,914.47
p46069,76.56
p46070,860.05
p46071,810.40
p46072,644.05
p46073,50.52
p46074,16.33
p46075,136.57
p46076,655.12
p46077,146.03
p46078,332.43
p46079,48.72
p46080,637.62
p46081,392.00
p46082,559.67
p46083,83.10
p46084,679.99
p46085,568.84
p46086,625.84
p46087,473.66
p46088,47.33
p46089,507.23
p46090,956.47
p46091,592.88
p46092,553.86
p46093,938.57
p46094,199.31
p46095,811.36
p46096,419.49
p46097,729.16
p46098,723.97
p46099,970.70
p46100,342.62
p46101,319.37
p46102,896.20
p46103,293.51
p46104,936.27
p46105,476.43
p46106,654.38
p46107,291.04
p46108,249.97
p46109,777.76
p46110,241.57
p46111,28.30
p46112,329.88
p46113,621.19
p46114,171.21
p46115,249.39
p46116,842.71
p46117,691.34
p46118,754.63
p46119,126.71
p46120,145.08
p46121,438.61
p46122,862.04
p46123,545.45
p46124,662.47
p46125,718.86
p46126,37.22
p46127,441.64
p46128,79.95
p46129,977.33
p46130,346.35
p46131,302.89
p46132,841.13
p46133,206.87
p46134,783.46
p46135,225.09
p46136,695.45
p46137,949.00
p46138,501.73
p46139,868.91
p46140,422.91
p46141,472.92
p46142,168.33
p46143,426.54
p46144,469.33
p46145,893.80
p46146,791.71
p46147,23.99
p46148,342.33
p46149,35.67
p46150,460.68
p46151,179.88
p46152,714.70
p46153,510.40
p46154,536.05
p46155,401.17
p46156,362.78
p46157,873.83
p46158,642.62
p46159,878.05
p46160,757.14
p46161,864.45
p46162,636.46
p46163,617.62
p46164,263.00
p46165,641.64
p46166,333.84
p46167,21.41
p46168,481.96
p46169,373.32
p46170,101.89
p46171,529.77
p46172,555.87
p46173,386.47
p46174,960.70
p46175,471.73
p46176,915.88
p46177,264.71
p46178,826.80
p46179,753.53
p46180,99.13
p46181,840.44
p46182,861.38
p46183,236.30
p46184,876.83
p46185,665.18
p46186,315.93
p46187,195.97
p46188,506.38
p46189,18.60
p46190,910.37
p46191,200.07
p46192,534.37
p46193,772.53
p46194,639.03
p46195,24.69
p46196,963.49
p46197,951.30
p46198,831.70
p46199,392.55
p46200,426.56
p46201,231.69
p46202,662.87
p46203,70.52
p46204,263.31
p46205,464.09
p46206,893.53
p46207,635.82
p46208,497.64
p46209,232.70
p46210,991.14
p46211,763.09
p46212,409.18
p46213,929.74
p46214,831.77
p46215,414.93
p46216,59.73
p46217,662.71
p46218,883.99
p46219,244.08
p46220,572.60
p46221,216.55
p46222,363.17
p46223,665.75
p46224,628.17
p46225,460.65
p46226,656.22
p46227,58.72
p46228,57.76
p46229,833.98
p46230,497.76
p46231,924.93
p46232,738.97
p46233,777.21
p46234,57.56
p46235,615.68
p46236,212.22
p46237,254.52
p46238,441.13
p46239,610.93
p46240,808.89
p46241,53.61
p46242,910.88
p46243,654.55
p46244,43.28
p46245,864.46
p46246,732.05
p46247,860.60
p46248,109.73
p46249,929.40
p46250,352.48
p46251,222.54
p46252,875.53
p46253,782.15
p46254,362.50
p46255,912.66
p46256,351.53
p46257,104.85
p46258,890.34
p46259,355.69
p46260,700.15
p46261,744.55
p46262,771.96
p46263,555.33
p46264,214.31
p46265,5.88
p46266,681.28
p46267,486.06
p46268,18.73
p46269,958.75
p46270,350.21
p46271,160.33
p46272,22.78
p46273,669.31
p46274,469.07
p46275,62.13
p46276,608.43
p46277,686.85
p46278,820.23
p46279,441.00
p46280,295.98
p46281,273.33
p46282,100.37
p46283,756.78
p46284,326.65
p46285,349.88
p46286,287.28
p46287,654.46
p46288,173.21
p46289,694.38
p46290,726.18
p46291,598.87
p46292,395.66
p46293,608.97
p46294,325.30
p46295,0.95
p46296,743.89
p46297,609.31
p46298,616.53
p46299,858.56
p46300,958.77
p46301,824.19
p46302,422.61
p46303,410.56
p46304,488.23
p46305,323.05
p46306,711.38
p46307,371.10
p46308,476.45
p46309,909.26
p46310,755.32
p46311,705.11
p46312,671.92
p46313,459.88
p46314,449.90
p46315,845.12
p46316,580.39
p46317,202.49
p46318,236.03
p46319,3.94
p46320,629.59
p46321,599.78
p46322,921.47
p46323,384.53
p46324,343.99
p46325,742.19
p46326,617.24
p46327,602.89
p46328,38.20
p46329,446.24
p46330,807.60
p46331,877.86
p46332,856.18
p46333,939.20
